text,label
af larg lind,0
estmag deu tilt dnv pqp,0
lex rab defeit,0
trist realidad pqp,0
imagin vc xing mental dia heineken 600 lix,0
tecnolog abriu infinit caminh pro som estdi band q soa diferent viv exempl highly suspect put band estdi viv tbm bem diferent duas experinc distint sonor igu fodac,0
vi femin imprens sair defes advog tcokfhnhpazuj,1
pqp deus,0
olha felic put quer piroc boc invej tcoipqz5nrez0,1
krl pra invent sair cas t fri pra porr,1
tud cert pra dar errad chuv vem tnc,1
solzin fog fim seman n tom cu,1
n precis namor s quer companh p fzer vde assim msm tcomktycwvsru,0
tt eh cois ridcul,1
canad holand estad unid urugua etc brasil imoral nociv prejudicial cid tnc noj tant otri faz lei pra mesm,1
ltim sab fri namor vai fic jog deitadinh baix cobert porqu ta 11 graus ness porr cidad,0
man gra deus ta tud bem rj ta insan,0
precis compr fon pqp esquec mund ouv s melhor hom k,0
sim quer nad,0
mkmk porr doid fum acid,1
seman agr t marc pra gent beb com l cas fal palominh tbm,0
vai tom cu consig ver vde jog jump scar sab vai dar sust quas morr,1
dev merd sab homens s quer voc pra com porqu pra assum voc imund garot i iiih muit quer assum sim gam tud to legal k eai vid ta cuid ta tcoedva1b7jss,1
realidad ningu vai amar verdad pq voc estup q belez n nad pox tcowff1grj3rw,1
fob social porqu gost convers human ah vai tom cu,1
tes fod tcoi0gaeyklnu,1
respeit opini import tod sab cont pblic pas j esto fech algo precis feit quis pod ajud conhec princip pont nov previdnc acess tcow80srkljry boraprevidenc,0
invent assist web sri enigm viih tub s faz rir put merd k,0
ah vi vou compr leozinh terren inteir pra ter compr umas zebr uns viad pra caar l dentr,0
vocs atrev ter par encher tl caleb gaten dan lov shot sint dev traz melhor intera ja acontec human volt tcoe2divga8sg,0
respeit pp filh put primeir jog contr vcs faz 1 gol duas assistnc,1
so pau lo lo lo lo,0
cai log chuv infern,0
pqp perfeit tcofdpcplvktk,1
tnc k,1
famos professor pag pau pra bich sri escut oq pra diz ajud,0
boa tard tni voc j viu aqu jument falant julgacrack hipcrit invej lix format gent jos ferreir net abra fic deusavantipalestr junt nis tcoc3vsw14ys6,1
q belez pedrotu fei porr,1
eh precis ter engol muit ecodemagog ter muit car pau mist dois pra com carn encher sac d,1
perd cu ok,1
primeir trein feit,0
deus quis vai tud cert,0
k pod sr wladim araraqu fic pert mosc vou aguard,0
caralh sai flop,0
enfim cas chor sonh realiz,0
vsf troc piercing di doq coloc,0
z parec burr empac,1
deit esper philip august vir busc pra lev pra paraisopeb tcopqr6g7dag0,0
total opost msic stupid with lov mean girls pqp smart with luv stupid with math,1
fcr par car fei event,0
maior car neg usar camisinh assunt abort geral apo 100,0
dirig hor entrar sair garag tcoyxfkoity0f,0
fal pra vitory tcoh1qshktmcl,0
malt acho vou mand cc pq s quer mm sab quer nad,0
fao,0
peg rychand lav shopping s pai filh,0
grandss filh put,1
viv nababesc cust proteg ladr band stfvergonhanacional,1
odei assist cois legend ningum conseg entend respeit deix porr quer ver cmg v tb obrig ver porr ingls odei,1
fal pra mim yes or yes caralh,1
result outr jog assum lideran isol grup 11 6 pont tcong2yb37s17,0
esper mt enfermeir fez inje post enfermag amor pq car cu certez amor,1
oq diss s simplific pra namor pra tra,0
brasil fod porr,1
dia l deit sof boa ia coloc p chinel pra ir cozinh antes brilhant ide olhar pra baix primeir vi kat sent olhand fix chinel rat fic duas olhand silnci at miar,0
n quer ver frent hj k,0
nunc vi tant gent fei igual grau tcnic nu,0
pra vcs ver direit s represent atras sei q pt deix brasil cair pat dess gentinh,1
t desd madrug internet pessoal aqu j volt oi tb q odi,0
infern amo voc caralh,0
chor vend film sapata sonh dia vou ter romanc clich,1
lix nad incrvel tambm,0
to sent lix,0
aguent gent txic pqp,0
rol put pra vocs sindicatodosdivulg tco1yo4x9vkl,1
imagin olhar cmar mand rec direct pessoal twitt gost mand boc escrot pesso tcou6gbyovvwd,1
aten berri particip tag cham aten produtor poss traz exploration brasil hoj sextafeir 1900 livenationbrbringsex tcouadu5x2kr,0
felic ver pesso alegr dias ness lug ajud lembr tod ns tod moment feliz grat pre hom exempl simpat alegr humildad tcojoao7ay5w,0
acho ridcul quer pag valor cach aind nao libe nenhum pesso,0
mar flor mpn nowunited uniters,0
esper 1700 pra pod com ouv k,0
invej experinc prpri tud pra fud spfc contrata daniel alves futebolist fal,1
bia melhor bf dess mund t morr k,0
s quer rio ontem show car tud djong dok chris cara tud,1
sri sab cois s burr enxerg s ministr pt so uns 7,1
cabel aind t caind dem pqp,1
parec cu avess,1
just hoj decid chov faz put fri,0
agor sim engra carmen lucif dig lci aes lav jat s cai fachin barros fux k,1
brasil naa olimp sim caralh respeit vle,1
pesso pod ver notic boa apo s bolsonar pqp gent burr,1
vo bem indelic agor peit t to inchad t parec vac leiteir,1
hj amig vei fal comig pq n fal s quer sab mach eh amig vam ter q faz interven,0
fei,1
caralh acab ver thread vc ter marc eh prov conex,0
38 1327 nichol led koe brendita 38 1328 nichol led man perd carr ontem 38 1328 nichol led lembr onde par man sab ia acontec caralh ki,0
nasruascontrastf stfvergonhanacional foraglobolix olha ai drag tco1ybsoa95gh,1
cara pint,1
ultim ando azar crl pqp,1
caralh jog mto,1
sociedad lix,0
cnb perd esa part man cblol pqp,1
put q par tcohnmkkeertp,1
tav aq termin st3 n par pra pens stev pass tempor quer car tod fod,1
caralh man quer sab ingles zer gta iv pra sab umas cois assim tco9tn7ezl4ps,0
af capinh ta descasc tom cu,1
sporting brun carvalh consegu vid est irremedi destrud tcoqafezn3jgr,0
convoc grand dia,0
ver outr,0
cans amig fei roup grup,0
ditadur miservel s fal mult pun maldit heran pt onde nic objet tir tod liberdad povo senador parec continu mesm aind entend voz urnas aind bem mit bolsonar pouc vai libert,0
velh t fei,0
queiroz vai ator coadjuv,0
concilia band estupr brasil roub futur concilia comun for sp voc brincalh isent lix aond senhor president oab cham coleg put srgi mor chef quadrilh,1
k tambm vez pregu faz pregu compr cois pra fazerm faz aind sempr tir print vej algum cois fcilgost legalum dia gent faz k tir print,0
t errad porr,0
tir cert paulinh fab,0
annci caralh,1
viv pas lev xing humilh ped aul professor,0
al flamengu deix ningum cag regr pra voc t feliz classifica comemor dig prxim pass duba gent sempr assim cai pilh torcedor mal amad quer ensin vc torc vai cag regr pqp,0
conclus florzinh saf tm trat saf cavalheir bolsonar est cert,0
vez cai num pegadinh pegadinh pq acab send vdd k palha msm,0
vagabund trabalh fod,1
viad t chatinh eoem,1
s cois fud babac,1
m voc aind pergunt fic maravilh,0
to faz nebuliza pq eh difcil vid asmat tcoil0xewxl94,0
obra arte tcojaqp4huyjd,0
porr pior drog k ns,0
macr carai burr vam,1
porm bem mongol respeit histr real car cen fest deu vergonh alhe k porm film legal assist vou assist dnov inclusiv,1
amig mt gat vtnc vey,0
bot calcinh ombro pra fic parec lutador lut gregoroman favor fetich,0
rol sim beb,0
prend supost hackers ter acess msgs intercept perc celul envolv eit polc boa bexig,0
ta fri vsf,0
sofr pra caralh pra caralh at par entend tud ver culp algum problem sad nunc problem pra relacion entend problem men pes deix mim,0
mae 6h30 manh fal p n ir p escol pq ia ta escur q lad planet vc ta lind,0
colm,0
j gost anos nov com pior anterior,0
fic fud tcoxehjgycgqz,1
ia carai amo trud,1
pai t dorm porr,0
rik put vid diz q n conseg achar palavr pra diz quo insuportvel largu inexplicvel k gur quas explod,0
caralh empreg,0
crian esto evolu mt rpid pqp,0
pq ngm ta ai pra mal vej fal diss agor quer ver merd dar celul quebr pra ver tant neguinh ia dar rtt tconzgylugtpp,1
imagin voc bix top sifnskfjsidj,0
sobr contrata daniel alves ness futebol colet hoj muit talent individu quebr marcaofalt ousad val sampaol daniel alves jog lateral t mort sextadetremurasdv,0
par usar tt tant cois q neg post q pqp k fl nd,1
ia faz churr aqu hoj friac vtnc,0
fic arromb,1
olha s tav ardend febr ontem t vivinh vim desej parabnx muit muit sad luz amor vou adot cham paozim mel ah car namor viu ru inspir escrev caract tao acab,0
v vde manin v c fic pau test inspirada pra toc tconaxdohk4df,1
parec sim hmkk,0
cora apert andar bairr ver q maior cas gat tod deix bichinh solt rua c muit vez vej com lix chei com estrag rest beb gua esgot quas chor,0
troc valor human bem econm perfeit,0
vde gam rol ningum quwr sab diss n,1
trs ped apes analis fat sob perspect divers so consistent import receb import algum receb inadequ inclusiv apens trs nic process,0
oh shit precis ajeit part plots,0
agor to put preocup comig pont reconhec tom voz fal normal dio,1
porr amanh,1
dec ir rua chuv cai pqp,1
s put curt man k,1
gent aprend gost hom pai,0
matheus schi babac pau fei,1
fei nunc,0
garot burr caralh,1
at quer convers vou cham dnv,0
vou com porr final,1
deu present curs mestr capital,0
maior comentri so homens q enfi camisinh pau consegu aind mand min tom anticoncepcional q literal bomb hormni engra q min engrav primeir vaz hom,1
vez fog cu vontad sair cas pra com pizz 10 fum arguil perfeit,1
pod toc batuqu bm aqu ns blind,0
julian pod lot gent stori show lig,0
vamo d apoi moral companh,0
porr aprend n tod vez decepcion amizad motiv,1
imag lind dem vist rapid,0
sai relacion fal quer envolv ningum sempr vem contatinh cas caralh,1
t estress pqp,1
pqp ment fal q ia sair faml nd mand vai fest tal mesm vou crl,1
olha mulh maravilh put par tcocxsqutqdid,1
bolsonar mit tir dentr cab oca crian adolescent precis estud soment trabalh daqu alguns anos legi analfabet idos gent estpid fcil manipul,1
caralh q dio q ricard tod dia t almo escut funk tod altur fic faz merd barulh c mot put par,0
mei doid fal ban dia ol amig igual car picapau fal ouv pipoc,1
the lov school sbad 03 abord tem saib trai acontec professor apontar situa pod lev parceir infidel exemplific contar histr casal part 12h record tv tcobeqyvirbi,0
tambm fal amig homens tom cuid qua mulh conf pois diss mulh tambm faz merd homens cham mulh lix internet,1
volt volt goz cara quer vri tco6i27uaustb,1
man yud fer,0
ento pra tod dia,0
burr,1
evolu vocs fal tim deix jog horrvel jog fei n,1
2013 afirm result hav mostr vestgi met pes inclu bri pod encontr venen rat relatri independent obtid cnn inform,0
deix fum narguin respeit ok,0
ral ral piranh,1
vam copi oq val pen fei copi bem,0
respond dm fdp,1
nad,0
comec junt dinheir j pro show metall esper ir pqp,0
russ araraqu,1
cans ver ouv cois boas govern feit ah nasruascontrastf stfvergonhanacional ditaduradostf deusessupremosdostf cpilavatog,0
dev fod ne troc tod amizad relacion med dia vcs acab termin fic sozinh amig pq la trs abriu mo,0
odei loj roup so baratinh nd fic car loj txic caralh,1
barros conseg pior mor dallagnol lav jat junt cov h dignidad propus tic dess car t c dum mosquit fod canalh tcoj0j7vgoyfr,1
fdp msm k,1
colet 0208 stfvergonhanacional tco9fmhqo7ymp,0
gord cerd,1
crl ontem melhor dias vid pqp,1
38 1218 carolyn quer gatinh 38 1219 lariss don pod adot 38 1219 lariss miau 38 1220 carolyn ped gat voc piranh,1
ridcul olha mei camp atac olha zag later ridcul dem,0
pior q s vel p ti,0
inten nao vou desgast tod negat tls aceit pront tod mund cant bem dan bem ento esper melhor,0
qualqu diretor institui pblic bolsonar exon alinh inter govern vam coloc milit substitut,0
vez fic to chat ter acompanh menin desd com ter vist cresciment conquist comebacks antig etc s cheg fandom j so conhec puts deix cant tcoxhkwysjkpw,0
sei l amo tant music,0
chat cu,1
faz tim performanc dan cant pra caramb so lind tm discograf impecvel produz mv maravilh conh red velvet enalt grup tco1htrha4my5,0
vcs q amar tod corp n sei oq n sei oq also vcs porr engord to horror,1
hoj dia precios maravilh incrivel talent makna feliz aniversri amor tod sonh realiz exist abeno voz incrvel sorris contagi obrig amo d happyyeonjungday tco8kkpc33wt8,0
perceb pod tard dem,0
pai hom porr s opini import,1
tbm assist animax ai achav entend pq nov ai vi nov entend burr ningum entend porr pod pergunt pra qualqu,1
porr quer ter problem,0
porr anunc log,0
sei parec to fei,1
i apen curios quer nad contig ridcul z porv vai tom cu tcogijxprmzs5,1
dev ter compr medalhaum vez pilantr sempr pilantr,1
dio dess porr vai fod,1
umas cois q j fiz hoj olho q necess algum faz k caralh ki lish,0
ei nad diss t,0
amo tant infern pag mt pau msm tcoyjufqccku5,1
president criacion fundamental neandertal cretin faz part dess band pastor evangl empresri f bolsomerd hipcrit inescrupul louc tcoiq3olz27sn,1
balang n oces s serv pra tom bol,1
kim jongin artist complet merec tod reconhec mund sm dar to sonh album sol pra garot vez porr hereistandwithka tco4bkvfbctvb,0
ah quer assim agor,0
dieg original vir dinossaur cu pra mulh cont comig pra tud dieg temp sei l jog gua fervent car morr,1
lind cu nubl hoj sri,0
corr corn ta put k,1
solt fav primeir impress chat mim nvel proxim 1909 gost vocgost considerobest onde conheciclg pra honest namor cm raf log cara,0
engra pq quer convers ningum alma viv fal comig quer vem metad mund quer fal dia inteir vsf k,0
car voc fez tant sofr tt q junior volt cntg q fei k so fic lament k t sab mto relacion n curt pq n quis cad faz q quer n tcobqedyerqkg,0
dol dentr camp lix prefer ver amig bem club dol tco2vkkmnjkb6,0
pobr idiot,1
achar parceir vc bonit min n curt mulh acha acho q gost pau cu rest human parceir tcomnyrcuvu5m,1
amanh met sud caralh,1
caralh velh q fal greg possvel,1
bah verdad,0
sei gost surr msic vde tcouttd1fhxof,0
man to put to morr fom aguent tcobxuhowjwxz,0
gilm mend verm faz hor extra aqu terr deplorvel tcog592jbuish,1
consegu inscri edic s falt dinheir,0
agor krish voc imagin tanqu gua bem gel casac l sup gross send lav mo casac sec temp dess 15 dias consecut esper aprend lio,0
caralh t mto assust tcoqpwavxmabl,0
filh put,1
porr amo,1
nenhum arvor pod cresc at cu raz des at infern,0
pior t tent peg shadows of mordor tbm t entend pq tant vers diferent jog nom,0
k maldit mlk,1
fic bonit,0
pau cu mund tcok3sdql1vlj,1
deslig tud kpop girls esto faz pod tom carteirinh blink,0
put merd pern dess desgra tcozzlqzl6uyx,1
odei fing import bagulh verdad import p caralh,1
li 3 x entend j ver,0
acredit q erre porr clcul log q garant mds,0
quer tant fic voc sri pen j diss pen tcou8wsfiy9g,0
primeir caralh gostos segund realment ache design livr incrvel,1
mand ft pra mim,0
porr vai fud deus tir sentiment d mim favor n aguent fic mal,1
dieguinh papatitul pra caralh camp vez,1
umas cois s gost faz amig karol,0
kpop indstri caralh tcogpj0frnbed,1
kevin q salv mach escrot ontem k amo dem,1
vcs j fic fas onde vcs sab sent esto sent onde ta tud errad temp ta td cert onde voc sab faz temp sab quer faz,0
hrs fic quer faz mil cois temp acab faz nad pq sei onde com pqp,1
ache lul acab fom brasil,0
fri caralh,1
dnv conseg namor q ms porr,0
onde hahahah mpn marinaruybarb nowunited,0
bom dia pra acord pregu porr,0
umas min famos so fei abe,1
olha pra mim capinh iphon xr so bonit,0
diz dinast acab pouc ignor porqu vou volt melhor atltic inteligent ignor dubs warriors klay thompson sobr fal dinast acab tcojka242qzgq,0
faz massag car voc pod faz k mei fud,1
jajajaj dai lix tir jajajajaj man fod ver uns abus insist niss,1
gal public webcomic dinossaur insta pass l moh daor tcorl7leza6iq twit pra deix fix profil 3 tcofmeavxdq4u,0
naum aguent branc faz tiktok argh,1
dorz p put par,0
to vend mulh fez artist exps pens tod mund ia cair pau critic car s consegu dar visibil produt rapaz tod mund ador fiz bolsonar anos tcouadlz8ylrn,0
moment voc pens vou fic sozinh vid inteir incomod pouc voc com pergunt errad voc,0
melhor cois q loren fiz ontem sair empres ir diret com sush nad melhor long dia trabalh ne,0
pov sal eh mt filh put crian mim,1
band biscoiter caralh,1
dia aind vou faz shshshshhss bot posters pared uns 13 anos nunc mex direit ent fic mei fei assim dia ire arrum,0
porr sim,1
fic nervos pra tud pqp par sonh faz vontad desmarc s pra n fic ansios,0
k melhor lug mund pqp,1
depend pic,1
flavinh boc tort s fal merd,1
ndi desc pau madeireir ilegal nov religi tcovscpfxtoxc,0
infantil fim tnc pra l,0
cheg hor trat pesso grau importnc trat,0
q porr,1
ninj 72k views mix ontem uns mlks aleatri aqu twitt dand pitac q car ia fal jk acho comd dem pesso internet fal propriedad sobr cois q nao manj nad,0
deix bot pau ness cu saf,1
cacet t fri p cad,0
car s friozinh porr grip vem,0
man pprt precis par estress n pacinc p nda man q,0
acha ridcul c faz forma professor escrev errad pra caralh nad contr s opini mes acho ridcul porq not belssim portugus outr escrev quis vai q vai tcohxniftbadr,1
fic put faz bol errad tac lix tco7v4wxobm60,1
umas pesso merec apert mo,0
bom aproveit faz estoqu voc usa bastant,0
cois lind ns mulh serm emponder respeit valoriz encorajadasm precis fic pel,1
gent vcs so burr pra perceb nitid t flnd iron,1
deus taeuwjisndkdk pqp comonassim,1
tod dia jov pass vergonh internet,0
oi prol,0
car conseg chat at hor felic put merd,0
cumul gadism concord amea atravs violenc ter propiedad priv viol institui coercit cas vc nao concord leis q vc nunc concord cri pesso q nao legitim nenhum p faz,1
pretinh m espert quer q busc rai ta chov pra crc,1
merd man men peg plac filh put onde,1
cu assassin,1
porr moment tod tcoskc7dmno5d,1
caralh melhor amig mund obrig deus,1
sindicat esquerd maldit,1
sim man demor so 6 test comprov porr nenhum bagulh fcil tud,1
